OFFICE,SGD.NUMBER,SGD.DATE,IMPORTER.TIN,FOB.VALUE,CIF.VALUE,TARIFF.DESCRIPTION,QUANTITE,TOTAL.TAXES,GROSS.WEIGHT,HS6,OFFICEHS6,SGD.WeekofYear
OO341,671.0,22/06/2022,X25X25E6AN,10200000,10200000,---Autres,440.0,4496160.0,10200,460199.0,ML341460199,25.0
OO201,2167.0,25/02/2022,XAKAXXK1KK,"3582244,17","3582244,17","-- Autres, y compris les parties",2.0,1156351.0,"128,4",820719.0,ML201820719,8.0
OO300,9126.0,16/08/2022,XA51E6AXKY,3363227,3363227,----- Autres,3700.0,750002.0,22940,380891.0,ML802380891,33.0
OO899,5438.0,24/02/2021,XAII115AKL,10552387,10552387,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,8.0
OO320,14855.0,04/05/2021,XI1XXEEEXP,3679618,3679618,- T�les et bandes d�ploy�es,10.0,1621979.0,25000,731450.0,ML320731450,18.0
OO210,2651.0,22/02/2022,XA615I6I2R,832190,832190,- Lampes,73.0,366830.0,1825,851310.0,ML210851310,8.0
OO104,24566.0,06/05/2022,XA22IXA1XK,105919,105919,- Autres machines et appareils � empaqueter ou � emballer les marchandises (y compris le,1.0,265.0,230,842240.0,ML104842240,18.0
OO500,2026.0,24/04/2022,XK1XXXK2AR,2171400,2171400,- Dattes,517.0,572817.0,31537,80410.0,ML500080410,17.0
OO120,753.0,15/02/2022,XAKAXXIXXL,2942592,2942592,-- Autres,20.0,529667.0,36000,252329.0,ML120252329,7.0
OO801,7315.0,13/04/2022,XA61I5K61K,3402900,3402900,-- Autres,362.0,1500000.0,5000,820559.0,ML801820559,15.0
OO120,5321.0,30/03/2021,XA22EXEA5H,14000000,14000000,-- Pr�parations contenant des vitamines,1640.0,3693200.0,40000,230990.0,ML120230990,13.0
OO210,30806.0,10/01/2022,XAIIIAKK1A,1220000,1220000,- �Tomato-ketchup� et autres sauces tomates,244.0,753716.0,2196,210320.0,ML802210320,2.0
OO801,3230.0,28/02/2022,XA51I925IV,3790750,3790750,- D�une teneur en poids de mati�res grasses n�exc�dant pas 1�%,5299.0,1670964.0,35760,40110.0,ML801040110,9.0
OO200,676.0,19/04/2022,XAKAXX51EJ,"14977545,95","14977545,95",- Autres pompes centrifuges,1.0,3951079.0,975,841370.0,ML200841370,16.0
OO801,2814.0,18/02/2022,XAKAXXXIAF,86148100,86148100,---- Autres,1764.0,27808608.0,23284,40221.0,ML801040221,7.0
OO241,14825.0,01/09/2022,XA22XE51KA,5000000,5000000,- Autres,1859.0,12500.0,20000,340290.0,ML241340290,35.0
OO104,755.0,03/01/2022,X11XX151IB,12000,12000,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,30.0,120,630533.0,ML104630533,1.0
OO210,20762.0,10/09/2021,XAE1I6I21J,1134300,1134300,- Linge de lit en bonneterie,45.0,500001.0,1350,630210.0,ML802630210,37.0
OO899,29911.0,12/09/2021,XAKAXX2A2F,6230695,6230695,---- Gas-oil,45000.0,3713983.0,39015,271019.0,ML899271019,37.0
OO380,5165.0,08/05/2021,XAIIIA96XA,3637500,3637500,-- Autres,1500.0,9094.0,75000,252329.0,ML380252329,19.0
OO300,564.0,25/01/2021,XA51EXIK2L,33360000,33360000,--- Savons de m�nage,8000.0,6004800.0,68400,340119.0,ML300340119,4.0
OO380,6696.0,20/04/2022,XI1XX262ET,2000000,2000000,-- Autres,1000.0,5000.0,50000,120729.0,ML380120729,16.0
OO210,29109.0,14/12/2021,XAE1IKIX9T,4375000,4375000,-- Autres,625.0,1412250.0,12500,30339.0,ML210030339,50.0
OO104,1230.0,05/01/2022,X25XII1AKK,3776672,3776672,- Sauce de soja,2303.0,9442.0,14862,210310.0,ML104210310,1.0
OO201,45.0,12/01/2022,XAKAXXKK6J,4847486981,4847486981,-- Sous autres formes brutes,11.0,0.0,"172,834",710812.0,ML201710812,2.0
OO801,22891.0,28/07/2021,XAE12116IL,2468466,2468466,- Ciments non pulv�ris�s dits �clinkers�,1.0,56776.0,52080,252310.0,ML801252310,30.0
OO200,2159.0,29/07/2022,XAKAXX1E6C,128250000,128250000,- Cigarettes contenant du tabac,855.0,116059171.0,14706,240220.0,ML200240220,30.0
OO121,56750.0,18/10/2021,XAKAXXAEAK,66711306,66711306,"- Des types utilis�s pour les v�hicules et engins de g�nie civil, de travaux miniers et ",6.0,166778.0,20094,401180.0,ML121401180,42.0
OO104,50097.0,15/08/2022,XA61E95X2T,2090000,2090000,-- Autres,1100.0,5225.0,55000,252329.0,ML104252329,33.0
OO340,2030.0,28/07/2022,XAII29E2AW,8000000,8000000,--- Super carburant,45000.0,20000.0,34650,271012.0,ML340271012,30.0
OO210,12765.0,20/07/2022,XAKAXXI11H,9910840,9910840,Parties reconnaissables comme �tant exclusivement ou principalement destin�es aux machin,41.0,2614482.0,734,850300.0,ML210850300,29.0
OO805,2583.0,28/02/2018,XAII11KX1G,1000,1000,"- Mouchoirs, serviettes � d�maquiller et essuie-mains",1.0,441.0,792,481820.0,ML805481820,9.0
OO121,4254.0,20/01/2021,XAKAXXXA5X,7200000,7200000,- Riz en brisures,720.0,18000.0,36000,100640.0,ML121100640,3.0
OO210,95.0,15/03/2021,XA61I5611C,120000,120000,--- Autres,24.0,52896.0,500,852873.0,ML210852873,11.0
OO104,5244.0,21/01/2021,XA612I6K2C,6004800,6004800,-- Autres,1000.0,15012.0,50040,100199.0,ML104100199,3.0
OO340,2565.0,24/08/2022,XAII29E2AW,8000000,8000000,---- Gas-oil,45000.0,20000.0,39015,271019.0,ML340271019,34.0
OO130,551.0,13/02/2021,XA22EK2X6M,8750000,8750000,-- Autres,1250.0,21875.0,25000,30339.0,ML130030339,7.0
OO805,18782.0,22/12/2021,XI5XX2E16D,2800000,2800000,-- Autres,1.0,0.0,61220,120729.0,ML805120729,51.0
OO801,363.0,14/01/2022,XAKAXX11XE,21665500,21665500,-- Autres,34.0,0.0,20160,210410.0,ML801210410,2.0
OO400,8347.0,30/12/2020,XE1XXX1K1D,1671898,1671898,-- Autres,1.0,441049.0,209,842199.0,ML400842199,53.0
OO899,285.0,14/04/2021,XAKAXXEXKA,14160955,14160955,---- Carbur�acteur,45000.0,0.0,36585,271019.0,ML899271019,15.0
OO811,1105.0,20/04/2022,XA222K655K,66043328,66043328,- Derricks automobiles pour le sondage ou le forage,1.0,1518998.0,20040,870520.0,ML811870520,16.0
OO201,6210.0,08/06/2022,X21XXXKX2R,2440309,2440309,- Autres parties,11.0,643757.0,279,845590.0,ML201845590,23.0
OO210,15383.0,23/08/2022,XA112999XC,1134301,1134301,"- Baguettes enrob�es et fils fourr�s pour le brasage ou le soudage � la flamme, en m�tau",250.0,500004.0,1000,831130.0,ML210831130,34.0
OO340,4210.0,03/09/2021,XI5XX192IP,2800000,2800000,- De graines de coton,1.0,7000.0,40000,230610.0,ML340230610,36.0
OO104,92741.0,15/11/2021,XA6151IAXN,4000000,4000000,- Oignons et �chalotes,800.0,10000.0,20000,70310.0,ML104070310,46.0
OO370,97.0,27/01/2022,XA51E5KI5X,5375000,5375000,- Autres,500.0,3320675.0,5000,170490.0,ML370170490,4.0
OO104,41601.0,28/05/2021,XAII29E2AW,6500000,6500000,---- Gas-oil,54000.0,16250.0,46818,271019.0,ML104271019,22.0
OO130,1992.0,13/04/2022,XA512A6IXY,539000,539000,-- Autres,98.0,1348.0,980,190219.0,ML130190219,15.0
OO210,12479.0,02/06/2021,XA51I2AKIB,10180250,10180250,-- Couches et langes pour b�b�s,3847.0,1832445.0,18658,961900.0,ML210961900,22.0
OO320,31069.0,26/09/2021,XAKAXXA2KE,10055821,10055821,-- Neufs,1.0,2652729.0,11000,870120.0,ML320870120,39.0
OO205,1535.0,13/04/2022,XAI2XX9AKD,22173000,22173000,- Pi�ces de finition,1167.0,0.0,25003,690740.0,ML205690740,15.0
OO300,10504.0,06/12/2021,XA6151E69A,860306,860306,- Pr�sent�es en r�cipients d'une contenance �gale ou inf�rieure � 50 cl,314.0,1000000.0,26227,220300.0,ML802220300,49.0
OO104,185.0,01/02/2021,XA615XE91R,2260000,2260000,- Sel destin� � l'alimentation humaine,1600.0,406800.0,40000,250100.0,ML104250100,5.0
OO205,8124.0,28/12/2021,XAIIIKK21R,1075388,1075388,- Vodka,703.0,1250002.0,4643,220860.0,ML802220860,52.0
OO801,15103.0,29/06/2022,XAKXXX2I1B,1285074,1285074,-- Ebauches ou pr�formes,9.0,0.0,2840,392330.0,ML801392330,26.0
OO210,2707.0,23/02/2022,XA615X99KF,6842388,6842388,-- De coton,23.0,3016127.0,15500,621142.0,ML210621142,8.0
OO210,8981.0,24/05/2022,XAE12K251H,113430,113430,- Autres meubles en bois,32.0,50003.0,300,940360.0,ML210940360,21.0
OO210,2977.0,08/02/2021,XA22E1K2EW,19200,19200,- D'autres mati�res textiles,1.0,8464.0,112,630590.0,ML210630590,6.0
OO340,1956.0,19/06/2021,XA61EK95AJ,228000,228000,- Savons sous autres formes,15.0,41040.0,1200,340120.0,ML340340120,25.0
OO120,6512.0,01/09/2022,XAKAXX5AIT,27570112,27570112,"- Nitrate d'ammonium, m�me en solution aqueuse",25.0,634114.0,30000,310230.0,ML120310230,35.0
OO801,2132.0,01/02/2022,XA11IA625R,20140000,20140000,Farines de froment (bl�) ou de m�teil.,1060.0,3625200.0,53000,110100.0,ML801110100,5.0
OO801,19363.0,17/06/2021,XAKAXXX6EP,700620,700620,-- Joints,126.0,226163.0,33,401693.0,ML801401693,24.0
OO801,30228.0,16/12/2021,XAKAXXIXXL,37166708,37166708,--- Autres,1.0,9804581.0,64400,850239.0,ML801850239,50.0
OO360,4874.0,04/06/2022,XA6152KIKY,2520000,2520000,-- Autres,800.0,6300.0,40000,252329.0,ML360252329,23.0
OO104,49205.0,22/06/2021,XAKAXX2A2F,6000000,6000000,---- Gas-oil,45000.0,15000.0,39015,271019.0,ML104271019,25.0
OO210,16786.0,19/07/2021,XA11I2KA2N,2274440,2274440,--- Autres,1.0,600000.0,200,850211.0,ML802850211,29.0
OO320,36460.0,25/11/2021,XAKAXX2A2F,16693382,16693382,---- Fuel-oil lourd I,43160.0,4186702.0,42296,271019.0,ML320271019,47.0
OO121,29188.0,30/05/2021,XA221K5KXJ,3603364,3603364,-- Autres,960.0,9008.0,48760,100119.0,ML121100119,22.0
OO801,27418.0,08/11/2021,XA61XXX5KB,16867440,16867440,-- Autres,55.0,3036140.0,35000,721669.0,ML801721669,45.0
OO320,15362.0,08/05/2021,XAII115AKL,18431333,18431333,--- Super carburant,55000.0,7635029.0,42350,271012.0,ML320271012,19.0
OO801,370.0,30/04/2021,XA51X6AX9J,693000,693000,-- De semence,168.0,0.0,8400,120721.0,ML801120721,18.0
OO801,26024.0,21/10/2021,X25X2X1KXN,7054000,7054000,- Autres,1014.0,2277032.0,15000,381400.0,ML801381400,42.0
OO100,6255.0,24/03/2021,XAIIIA59IC,15000,15000,- Autres meubles en m�tal,3.0,6612.0,210,940320.0,ML100940320,12.0
OO380,537.0,02/07/2022,XA61EK216T,2520000,2520000,-- Autres,800.0,453600.0,40000,252329.0,ML380252329,27.0
OO100,6678.0,29/03/2021,XA61EKK66F,2250000,2250000,-- Autres,720.0,405000.0,36000,252329.0,ML100252329,13.0
OO140,361.0,10/08/2021,X25X2962AR,16000000,16000000,"-- D�un coefficient d�absorption d�eau en poids inf�rieur ou �gal � 0,5 %",2000.0,7052800.0,40000,690721.0,ML140690721,32.0
OO100,9113.0,29/04/2021,XA51E552ER,2000,2000,-- Autres,1.0,882.0,10,401220.0,ML100401220,17.0
OO120,1058.0,16/01/2021,XA11X2II5F,2344065,2344065,- Ciments non pulv�ris�s dits �clinkers�,1.0,421932.0,50410,252310.0,ML120252310,3.0
OO120,11989.0,26/07/2021,XAKAXX5AIT,14373642,14373642,"- Nitrate d'ammonium, m�me en solution aqueuse",40.0,330596.0,50140,310230.0,ML120310230,30.0
OO805,5667.0,26/05/2021,XA51I2511R,13998994,13998994,--- Autres,1.0,0.0,16075,730890.0,ML805730890,21.0
OO104,26964.0,18/05/2022,XA51E6AXKY,3500000,3500000,- En porcelaine,43.0,8750.0,27125,691010.0,ML104691010,20.0
OO121,40756.0,22/07/2021,XAIIIA5A1Y,1494000,1494000,-- Autres,720.0,3735.0,36000,252329.0,ML121252329,29.0
OO811,623.0,08/02/2021,XA61X226XN,4783894,4783894,--- Usag�s,1.0,0.0,2500,870421.0,ML811870421,6.0
OO104,44009.0,05/06/2021,X25X2K25KL,6020000,6020000,---- Gas-oil,43000.0,15050.0,37281,271019.0,ML104271019,23.0
OO100,19352.0,30/08/2021,XA5115E1KK,120000,120000,-- Autres,60.0,52896.0,600,401220.0,ML100401220,35.0
OO360,3008.0,28/11/2021,XA22I95KKP,2520000,2520000,-- Autres,800.0,453600.0,40000,252329.0,ML360252329,48.0
OO121,66166.0,17/12/2021,XAKAXX6E2B,7000000,7000000,---- Gas-oil,45000.0,17500.0,39015,271019.0,ML121271019,51.0
OO899,31109.0,21/09/2021,XAKAXX251N,16640687,16640687,---- Carbur�acteur,45000.0,7893464.0,36585,271019.0,ML899271019,38.0
OO899,7621.0,21/03/2022,XAI2X19IXG,5133983,5133983,---- Gas-oil,45000.0,292500.0,39015,271019.0,ML899271019,12.0
OO100,10119.0,01/08/2022,XAIIIA59IC,65000,65000,--- Autres,13.0,28652.0,390,852872.0,ML100852872,31.0
OO899,7557.0,15/03/2021,XAKAXX2A2F,11372092,11372092,---- Gas-oil,45000.0,5954168.0,39015,271019.0,ML899271019,11.0
OO201,10117.0,07/09/2021,XA22X9AEIY,18507,18507,-- Autres,1.0,5977.0,1,401039.0,ML201401039,36.0
OO801,14492.0,14/06/2021,XA5129A59V,15565115,15565115,--- Autres,1.0,4106080.0,4403,850212.0,ML801850212,24.0
OO104,44269.0,06/06/2021,XAII115AKL,6000000,6000000,---- Gas-oil,45000.0,15000.0,39015,271019.0,ML104271019,23.0
OO420,2471.0,16/05/2022,X51XXA5XAH,3465000,3465000,-- Autres,1100.0,8663.0,55000,252329.0,ML420252329,20.0
OO100,26318.0,17/11/2021,XA11I951AV,3097886,3097886,"-- Autres, y compris les parties",252.0,1000000.0,35607,820719.0,ML802820719,46.0
OO801,431.0,06/01/2021,XAKAXXX6EP,1593152,1593152,"- Roulements � rouleaux coniques, y compris les assemblages de c�nes et rouleaux conique",12.0,514272.0,84,848220.0,ML801848220,1.0
OO899,15306.0,07/06/2021,XAI2X19IXG,10131415,10131415,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,23.0
OO104,52802.0,04/07/2021,XA11XE19XG,1880400,1880400,-- Autres houilles,1.0,4701.0,40000,270119.0,ML104270119,27.0
OO104,39450.0,07/07/2022,XAKAXX65EH,6111178,6111178,---- Gas-oil,45000.0,15278.0,39015,271019.0,ML104271019,27.0
OO320,14202.0,27/04/2021,XI1XXEA1AK,5618400,5618400,-- Autres,1.0,1482135.0,46820,120729.0,ML320120729,17.0
OO210,19008.0,24/08/2021,XA615X99KF,4152502,4152502,"- Machines et appareils � remplir, fermer, boucher ou �tiqueter les bouteilles, bo�tes, ",3.0,1095434.0,1350,842230.0,ML802842230,34.0
OO899,42142.0,27/12/2021,XA51I1555V,13034131,13034131,---- Gas-oil,60000.0,65171.0,52020,271019.0,ML899271019,52.0
OO801,15860.0,13/07/2022,XE1XXE5E5H,7298900,7298900,- Riz d�cortiqu� (riz cargo ou riz brun),728.0,167876.0,36495,100620.0,ML801100620,28.0
OO210,3388.0,15/02/2021,XA51EI52KT,1548940,1548940,-- Autres,65.0,500000.0,1950,871410.0,ML802871410,7.0
OO205,4206.0,27/08/2021,XA612I1K9L,1350000,1350000,"- Dolomie non calcin�e ni fritt�e, dite �crue�",6000.0,0.0,30000,251810.0,ML205251810,35.0
OO899,45835.0,15/09/2022,XA5126A12D,1430073,1430073,---- Gas-oil,55000.0,28603.0,47685,271019.0,ML899271019,37.0
OO210,12556.0,02/06/2021,X25XII1AKK,1512433,1512433,Articles de friperie.,289.0,666684.0,6500,630900.0,ML210630900,22.0
OO210,1898.0,26/01/2021,XA61EE211H,"2801559,31","2801559,31",-- Profil�s en I,122.0,1234929.0,8129,721632.0,ML210721632,4.0
OO130,4798.0,28/10/2021,XAE122IAIG,3999895,3999895,- C�bles de fibres optiques,4.0,10000.0,1140,854470.0,ML130854470,43.0
OO801,431.0,06/01/2021,XAKAXXX6EP,146414,146414,-- Autres,5.0,64543.0,1,853929.0,ML801853929,1.0
OO201,151.0,11/02/2022,XAKAXXA5XF,4131999167,4131999167,-- Sous autres formes brutes,7.0,0.0,"148,185",710812.0,ML201710812,6.0
OO380,4688.0,27/04/2021,XAIIIA96XA,3637500,3637500,-- Autres,1500.0,9094.0,75000,252329.0,ML380252329,17.0
OO300,3034.0,05/08/2021,XI1XXE29ET,7227806,7227806,-- Autres,734.0,0.0,36725,71310.0,ML300071310,31.0
OO899,16129.0,15/06/2021,XA22IAAA6H,17144127,17144127,--- Super carburant,55000.0,0.0,42350,271012.0,ML899271012,24.0
OO340,3643.0,22/09/2022,XIEXXXE22T,450000,450000,-- Fra�ches,90.0,81000.0,9000,80310.0,ML340080310,38.0
OO121,7612.0,05/02/2021,XAE1I6XAIP,4500000,4500000,-- De coton,28.0,11250.0,9986,610711.0,ML121610711,6.0
OO899,21097.0,02/08/2022,XA5126A12D,45045,45045,--- Super carburant,45000.0,0.0,34650,271012.0,ML899271012,31.0
OO121,55650.0,12/10/2021,XA22XE21ID,800000,800000,--- Autres,1.0,2000.0,2000,841829.0,ML121841829,41.0
OO104,1171.0,07/01/2021,6XX1XXXXAC,24300542,24300542,- Autres accumulateurs,71.0,10711682.0,361,850780.0,ML104850780,1.0
OO100,9.0,24/08/2022,X15XXIK15C,1720750,1720750,- Autres,705.0,2000150.0,5922,220300.0,ML100220300,34.0
OO210,7580.0,29/04/2022,XA112XEAKJ,2052489,2052489,- Shampooings,47.0,904739.0,422,330510.0,ML210330510,17.0
OO210,5205.0,10/03/2021,X25XIIA6XH,6195781,6195781,--- Autres,398.0,2000001.0,9950,110812.0,ML802110812,10.0
OO801,33928.0,27/10/2021,XA612I6K2C,6199353,6199353,-- Autres,860.0,142586.0,43440,100199.0,ML801100199,43.0
OO205,4908.0,28/09/2022,XAE1I5AE6Y,4537210,4537210,-- Autre,10.0,2000005.0,26000,700529.0,ML205700529,39.0
OO360,7577.0,17/12/2021,XAII2K5EKY,6250000,6250000,--- Pour canalisation d'eau,2334.0,15625.0,30000,391723.0,ML360391723,51.0
OO801,8764.0,15/04/2021,XAE12116IL,2500180,2500180,- Ciments non pulv�ris�s dits �clinkers�,1.0,807059.0,60980,252310.0,ML801252310,15.0
OO104,41900.0,19/07/2022,XA615X91AX,2305500,2305500,-- Autres,1060.0,5764.0,53000,252329.0,ML104252329,29.0
OO210,28326.0,30/11/2021,XA22E115KG,"45611,26","45611,26",-- Avec accessoires,1.0,20109.0,3,400932.0,ML210400932,48.0
OO805,4916.0,26/04/2021,6XX1XXXX6E,647590851,647590851,"Autres appareils respiratoires et masques � gaz, � l'exclusion des masques de protection",73.0,0.0,"4056,4",902000.0,ML805902000,17.0
OO121,38742.0,12/07/2021,XAE1152XAP,10000000,10000000,- Pi�ces de finition,2000.0,25000.0,40000,690740.0,ML121690740,28.0
OO300,634.0,27/01/2021,XE1XXXE2KX,"4999997,03","4999997,03",- Pois (Pisum sativum),2500.0,900000.0,36974,200540.0,ML300200540,4.0
OO811,4480.0,02/03/2021,XA22IK151D,1850758,1850758,--- Usag�s :,1.0,815817.0,900,870333.0,ML811870333,9.0
OO805,3364.0,16/03/2021,XAKAXX16IM,10000000,10000000,-- En emballage imm�diat de plus de 5kg ou en vrac,1000.0,0.0,50000,100630.0,ML805100630,11.0
OO801,21106.0,26/08/2022,XE1XXE5E5H,6737400,6737400,- Riz d�cortiqu� (riz cargo ou riz brun),672.0,0.0,33687,100620.0,ML801100620,34.0
OO120,1387.0,15/03/2022,X91XXX992L,4882900,4882900,-- Autres,1143.0,1000020.0,20278,854140.0,ML120854140,11.0
OO104,104716.0,24/12/2021,XAE1IEXX2C,3050200,3050200,- Des types utilis�s pour autobus ou camions,33.0,7626.0,4000,401120.0,ML104401120,52.0
OO104,10470.0,27/02/2022,XAII115AKL,6000000,6000000,--- Super carburant,45000.0,15000.0,34650,271012.0,ML104271012,9.0
OO801,16402.0,19/07/2022,XAKAXXX6EP,67372,67372,-- Autres,2.0,21750.0,5,401039.0,ML801401039,29.0
OO340,736.0,11/03/2022,XA2211X15R,750000,750000,-- Fra�ches,1.0,135000.0,15000,80310.0,ML340080310,10.0
OO320,31273.0,27/09/2021,XA61I65E1F,11000000,11000000,-- En polym�res de l'�thyl�ne,3000.0,6436254.0,40200,392321.0,ML320392321,39.0
OO370,368.0,17/04/2021,XA61I6XAEK,3402900,3402900,"--- Basins, damass�s et similaires",37.0,1500000.0,1260,520929.0,ML802520929,16.0
OO899,29145.0,08/09/2021,XAII29E2AW,6230695,6230695,---- Gas-oil,45000.0,3713983.0,39015,271019.0,ML899271019,36.0
OO104,12913.0,19/02/2021,XA5126A12D,6000000,6000000,--- Super carburant,45000.0,15000.0,34650,271012.0,ML104271012,8.0
OO380,11417.0,12/10/2021,XAI1XX562L,10448584,10448584,---- Gas-oil,52000.0,26121.0,45084,271019.0,ML380271019,41.0
OO200,1628.0,08/06/2021,XAKAXXX6EP,100184039,100184039,-- Autres,1.0,0.0,1265,843149.0,ML200843149,23.0
OO210,29476.0,17/12/2021,XA51EIAXEP,9074410,9074410,Articles de friperie.,660.0,4000003.0,27185,630900.0,ML210630900,51.0
OO121,6521.0,31/01/2021,XA512EIIIB,475698,475698,"Autres tapis et rev�tements de sol en mati�res textiles, m�me confectionn�s.",30.0,1189.0,1000,570500.0,ML121570500,5.0
OO130,1647.0,31/03/2022,XA22EK2X6M,6502650,6502650,- Bo�tes et caisses en papier ou carton ondul�,33000.0,16257.0,10000,481910.0,ML130481910,13.0
OO210,16956.0,16/07/2021,XAIII9KK1B,2268600,2268600,-- Autres,676.0,1000000.0,7098,820110.0,ML802820110,29.0
OO210,4603.0,17/03/2022,XAKAXX21AD,12602852,12602852,"--- Bouteilles, bonbonnes et flacons",24.0,4068204.0,21364,701090.0,ML210701090,11.0
OO121,1579.0,10/08/2021,XAE1IE5EIN,27500500,27500500,-- Chargeuses et chargeuses-pelleteuses � chargement frontal,1.0,68751.0,35500,842951.0,ML121842951,32.0
OO811,1811.0,20/06/2022,X52XXX25EG,345837,345837,--- D�une cylindr�e exc�dant 80 cm3 mais n�exc�dant pas 250 cm3,1.0,7956.0,123,871120.0,ML811871120,25.0
OO811,4528.0,12/05/2022,XAKAXXXEXB,69471876,69471876,-- Autopropuls�es,1.0,18326684.0,20000,843041.0,ML811843041,19.0
OO104,51268.0,19/08/2022,XA61I61A1K,6154038,6154038,--- Autres,20.0,15385.0,40000,200990.0,ML104200990,33.0
OO899,13855.0,04/04/2022,XAKAXX65EH,5626353,5626353,---- Gas-oil,45000.0,2620930.0,39015,271019.0,ML899271019,14.0
OO104,28664.0,25/05/2022,XA6151X5EL,1522500,1522500,-- Autres,700.0,3806.0,35000,252329.0,ML104252329,21.0
OO320,4684.0,17/02/2022,XA61IEXE5R,8500000,8500000,-- Pr�parations contenant des vitamines,800.0,2242300.0,40000,230990.0,ML320230990,7.0
OO100,3862.0,14/04/2022,X11XX151IB,100,100,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,45.0,120,630533.0,ML100630533,15.0
OO104,63058.0,08/08/2021,XAE1I2EKIN,12013647,12013647,- Parties,2.0,30034.0,2000,850490.0,ML104850490,32.0
OO801,1126.0,25/01/2022,XE1XXE5E5H,8366450,8366450,-- Autres,1.0,2207072.0,39780,100199.0,ML801100199,4.0
OO104,27282.0,19/05/2022,XAKAXX6KIR,6001000,6001000,---- Gas-oil,45000.0,15003.0,39015,271019.0,ML104271019,20.0
OO200,950.0,13/05/2022,X21XX1I91W,330000,330000,- Autres,21.0,145464.0,720,940490.0,ML200940490,19.0
OO805,11521.0,14/09/2021,6XX1XXXX5T,2721268,2721268,"-- Autres, avec dispositif enregistreur",5.0,0.0,30,903039.0,ML805903039,37.0
OO100,8258.0,07/07/2022,XAIII5E2AV,3790750,3790750,--- Autres,2.0,1000002.0,894,850211.0,ML802850211,27.0
OO121,11946.0,27/02/2021,XAKAXXA16H,6000000,6000000,-- De froment (bl�),1920.0,15000.0,48400,110311.0,ML121110311,9.0
OO805,10120.0,14/07/2022,6XX1XXXXAC,20118724,20118724,--- Autres,1148.0,0.0,"4647,3",210690.0,ML805210690,28.0
OO420,1261.0,27/06/2022,XA615X1A9X,1500000,1500000,- Autres l�gumes � cosse,100.0,270000.0,10000,70890.0,ML420070890,26.0
OO210,9825.0,28/04/2021,XAKAXXE69G,15867860,15867860,"- Tableaux, panneaux, consoles, pupitres, armoires et autres supports du n��85.37, d�pou",16.0,4185943.0,2080,853810.0,ML210853810,17.0
OO104,33005.0,30/04/2021,XA221I1K5B,18365025,18365025,--- Boissons contenant une forte dose de caf�ine de type ��boissons �nergisantes��,5916.0,45913.0,41628,220299.0,ML104220299,18.0
OO210,5397.0,25/03/2022,X25X2962AR,5671502,5671502,"-- A armure toile, d'un poids exc�dant 100�g/m�",157.0,2500002.0,3888,520842.0,ML802520842,12.0
OO210,10346.0,16/06/2022,XA111A26ER,2268600,2268600,-- Autres,15.0,1000000.0,3851,940370.0,ML802940370,24.0
OO210,17143.0,23/07/2021,XAIIE1IXAL,2268600,2268600,- Pi�ces de finition,227.0,1000000.0,5671,690740.0,ML802690740,30.0
OO210,363.0,13/01/2022,XA51X2952J,1134300,1134300,- Bo�tes et caisses en papier ou carton ondul�,203.0,500001.0,1977,481910.0,ML802481910,2.0
OO805,12781.0,04/10/2021,XA11XE19XG,2592018,2592018,-- Autres houilles,1.0,59619.0,38000,270119.0,ML805270119,40.0
OO121,37566.0,08/07/2021,XAKAXX251N,32053379,32053379,----- Autres,1686.0,80133.0,25408,271019.0,ML121271019,27.0
OO802,890.0,06/07/2022,XAII29E2AW,52042034,52042034,--- Autres,848.0,3799071.0,75000,380891.0,ML802380891,27.0
OO370,31.0,11/01/2021,XA61I6XAEK,2268600,2268600,-- Autres tissus,50.0,1000000.0,2520,520849.0,ML802520849,2.0
OO104,97542.0,01/12/2021,XA5116651H,16320000,16320000,"- Engrais min�raux ou chimiques contenant les trois �l�ments fertilisants�: azote, phosp",960.0,40800.0,48000,310520.0,ML104310520,48.0
OO801,5360.0,21/03/2022,XAKAXXX6EP,944690,944690,-- Autres,6.0,304948.0,93,840999.0,ML801840999,12.0
OO100,5450.0,23/05/2022,XA222E6K6V,50,50,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,24.0,150,630533.0,ML100630533,21.0
OO500,1370.0,12/03/2021,XK1XX21I6R,14200000,14200000,-- Solide,568.0,3745960.0,28400,281511.0,ML500281511,11.0
OO899,22251.0,12/08/2022,XAI2X19IXG,45045,45045,--- Super carburant,45000.0,0.0,34650,271012.0,ML899271012,32.0
OO899,7042.0,16/03/2021,XA22IAAA6H,11372092,11372092,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,11.0
OO210,12121.0,31/05/2021,XA22XE51KA,5686118,5686118,--- Autres,110.0,1500000.0,10000,730890.0,ML802730890,22.0
OO210,2347.0,18/02/2022,XAIIE1IXAL,11372251,11372251,-- Autres,1460.0,3000003.0,12030,843629.0,ML210843629,7.0
OO420,2489.0,16/05/2022,X51XXKXEKE,4000000,4000000,- Papiers et cartons form�s feuille � feuille (papiers � la main),8500.0,10000.0,35000,480210.0,ML420480210,20.0
