OFFICE,SGD.NUMBER,SGD.DATE,IMPORTER.TIN,FOB.VALUE,CIF.VALUE,TARIFF.DESCRIPTION,QUANTITE,TOTAL.TAXES,GROSS.WEIGHT,HS6,OFFICEHS6,SGD.WeekofYear
OO120,6475.0,05/09/2022,XAE11K616D,3872366,3872366,-- Colorants pigmentaires et pr�parations � base de ces colorants,3000.0,1250001.0,40500,320417.0,ML802320417,36.0
OO801,16094.0,15/07/2022,XA22XE51KA,4514400,4514400,"--- En poudre, en granul�s ou cristallis�s",800.0,1989949.0,40128,170199.0,ML801170199,28.0
OO801,432.0,07/01/2021,XAKAXXX6EP,104133,104133,- Roulements � rouleaux cylindriques,6.0,33618.0,3,848250.0,ML801848250,1.0
OO104,76641.0,24/09/2021,XAKXXX1AXJ,11173725,11173725,--- Autres,25.0,27934.0,49661,721391.0,ML104721391,39.0
OO801,517.0,26/09/2022,XA5115A2KF,36156968,36156968,"- Des types utilis�s pour les v�hicules et engins de g�nie civil, de travaux miniers et ",8.0,0.0,6021,401180.0,ML801401180,39.0
OO210,19965.0,30/08/2021,XA615X1A9X,8000000,8000000,- Pi�ces de finition,1000.0,3526400.0,18583,690740.0,ML210690740,35.0
OO200,2582.0,30/08/2022,XAKAXX1E6C,128250000,128250000,- Cigarettes contenant du tabac,855.0,116059171.0,14706,240220.0,ML200240220,35.0
OO104,27342.0,19/05/2022,XAKAXX2A2F,27999525,27999525,-- Neufs,1.0,69999.0,9295,870120.0,ML104870120,20.0
OO522,42.0,08/09/2021,X56XXXIIKV,2520000,2520000,-- Autres,800.0,453600.0,40000,252329.0,ML522252329,36.0
OO801,6627.0,07/04/2022,XE1XXE5E5H,7895475,7895475,"--- En poudre, en granul�s ou cristallis�s",700.0,3480327.0,35091,170199.0,ML801170199,14.0
OO801,18527.0,09/08/2022,X25XX11KEE,7650000,7650000,"--- En poudre, en granul�s ou cristallis�s",680.0,0.0,34000,170199.0,ML801170199,32.0
OO100,28772.0,13/12/2021,XA615X5E5R,2750000,2750000,-- Autres,880.0,495000.0,44000,252329.0,ML100252329,50.0
OO802,863.0,30/06/2022,XA51E6AXKY,22686000,22686000,- Cahiers,1296.0,9999989.0,18652,482020.0,ML802482020,26.0
OO210,6590.0,13/04/2022,XA611X52IB,33554205,33554205,- Ascenseurs et monte-charge,22.0,8851603.0,6872,842810.0,ML210842810,15.0
OO210,23351.0,04/10/2021,XAIIE1IXAL,9300000,9300000,-- Autres,1030.0,3002040.0,28570,760429.0,ML210760429,40.0
OO104,47232.0,15/06/2021,XA61EE69EC,4000000,4000000,"-- D'une �paisseur de 0,5�mm ou plus mais n'exc�dant pas 1�mm",20.0,10000.0,30000,720917.0,ML104720917,24.0
OO420,3051.0,20/06/2022,XA61I6XAEK,4000000,4000000,"- Autres, y compris les m�langes non vis�s dans les sous-positions pr�c�dentes",800.0,10000.0,40000,310290.0,ML420310290,25.0
OO210,21369.0,13/09/2021,XAIIE1IXAL,6806000,6806000,- Autres meubles en bois,768.0,3000085.0,19090,940360.0,ML210940360,37.0
OO801,36299.0,27/11/2021,XA11IA625R,5238338,5238338,--- Autres,387.0,2000000.0,4119,871499.0,ML802871499,48.0
OO899,25056.0,08/09/2021,XAII115AKL,6230695,6230695,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,36.0
OO300,2457.0,06/05/2021,XI1XX5KX5B,2000000,2000000,-- En coques,300.0,0.0,20000,80131.0,ML300080131,18.0
OO400,5888.0,19/07/2021,XA615XX2EG,24071260,24071260,-- Autres,1.0,6350001.0,35730,842959.0,ML400842959,29.0
OO340,4294.0,16/12/2021,XIIXXX29EW,60000,60000,- Avocats,40.0,10800.0,1000,80440.0,ML340080440,50.0
OO899,36465.0,20/12/2021,XA5126A12D,9973014,9973014,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,51.0
OO801,1012.0,13/01/2021,XE1XXE5E5H,11542755,11542755,-- Autres,1.0,3044981.0,49400,100199.0,ML801100199,2.0
OO100,1558.0,26/01/2021,XA11I5922M,1370430,1370430,- Marteaux et masses,134.0,442378.0,2687,820520.0,ML802820520,4.0
OO104,20334.0,17/03/2021,X91XXXA5IG,1500000,1500000,-- Autres,655.0,3750.0,7000,853929.0,ML104853929,11.0
OO801,36240.0,22/11/2021,XA21X1XE1P,2140576,2140576,-- Dichlorom�thane (chlorure de m�thyl�ne),15.0,0.0,4011,290312.0,ML801290312,47.0
OO805,16967.0,03/12/2021,XE1XXEK22X,4172014,4172014,-- D'une �paisseur inf�rieure � 3�mm,10.0,95959.0,1710,720854.0,ML805720854,49.0
OO205,3892.0,19/09/2022,XA615X1A9X,50500,50500,- Autres,100.0,0.0,1000,330790.0,ML205330790,38.0
OO801,3397.0,08/02/2021,XAKAXXX6EP,147887,147887,"- Autres interrupteurs, sectionneurs et commutateurs",3.0,65191.0,3,853650.0,ML801853650,6.0
OO360,3443.0,16/06/2021,XA61E9616B,2000000,2000000,- Th� vert (non ferment�) pr�sent� autrement,2350.0,5000.0,15000,90220.0,ML360090220,24.0
OO801,12935.0,01/06/2021,XAE12116IL,2027860,2027860,- Ciments non pulv�ris�s dits �clinkers�,1.0,654595.0,49460,252310.0,ML801252310,22.0
OO801,36786.0,26/11/2021,XAE12116IL,2458908,2458908,- Ciments non pulv�ris�s dits �clinkers�,1.0,56557.0,51020,252310.0,ML801252310,48.0
OO121,27775.0,23/09/2022,XAKAXXAEAK,776516270,776516270,-- Autres,4.0,1941291.0,14200,843149.0,ML121843149,38.0
OO104,82653.0,14/10/2021,XA615X1E2H,2075000,2075000,-- Autres,1000.0,5188.0,50000,252329.0,ML104252329,41.0
OO899,9990.0,03/03/2022,XA51I1555V,4376234,4376234,---- Gas-oil,63000.0,3176251.0,54621,271019.0,ML899271019,9.0
OO104,82070.0,12/10/2021,XA61IAXKIE,2500000,2500000,-- Autres,1.0,6250.0,23950,870899.0,ML104870899,41.0
OO811,4305.0,04/10/2021,XAKAXX1IEV,7414152,7414152,---- Autres,1.0,3803145.0,1075,870323.0,ML811870323,40.0
OO210,2494.0,21/02/2022,XA615X669B,3300000,3300000,-- De ma�s,800.0,1065240.0,20000,110313.0,ML210110313,8.0
OO811,569.0,02/03/2022,XAE121XK2C,152220725,152220725,-- Chargeuses et chargeuses-pelleteuses � chargement frontal,1.0,40155830.0,17226,842951.0,ML811842951,9.0
OO801,18237.0,19/07/2021,XA61I9922E,"4619811,3","4619811,3","-- D'une �paisseur de 4,75�mm ou plus mais n'exc�dant pas 10�mm",5.0,1218710.0,20000,720852.0,ML801720852,29.0
OO899,1602.0,12/01/2022,XAKAXX65EH,9973014,9973014,---- Gas-oil,45000.0,199463.0,39015,271019.0,ML899271019,2.0
OO210,163.0,07/01/2022,XAIIE1IXAL,7581500,7581500,- Autres,133.0,2000001.0,1330,847190.0,ML802847190,1.0
OO210,8360.0,12/04/2021,XAIII5K56A,4000000,4000000,- Pommes,300.0,1763200.0,5000,80810.0,ML210080810,15.0
OO801,431.0,06/01/2021,XAKAXXX6EP,2988540,2988540,-- Autres,86.0,788379.0,468,842129.0,ML801842129,1.0
OO210,10810.0,10/05/2021,XAE1IKX69X,9074500,9074500,- Autres meubles en bois,1110.0,4000041.0,20000,940360.0,ML210940360,19.0
OO210,13297.0,08/09/2022,XI5XX2626F,794440,794440,- Autres,34.0,350192.0,22675,730300.0,ML802730300,36.0
OO104,34449.0,17/06/2022,XAKAXX2A2F,20000000,20000000,-- Neufs,1.0,50000.0,9500,870120.0,ML104870120,24.0
OO104,30506.0,01/06/2022,XAKXXXX6XF,4207440,4207440,- Riz en brisures,940.0,10519.0,47000,100640.0,ML104100640,22.0
OO380,411.0,04/06/2022,XI1XXEEEXP,3150000,3150000,-- Autres,1000.0,567000.0,50000,252329.0,ML380252329,23.0
OO205,3705.0,28/07/2021,XA11I5XX9H,18000,18000,- Autres,10.0,0.0,200,381400.0,ML205381400,30.0
OO104,4901.0,26/01/2022,XK2XXX25KW,21600,21600,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,54.0,126,630533.0,ML104630533,4.0
OO380,1143.0,26/01/2022,XAE1IE1KXJ,1940000,1940000,-- Autres,800.0,4850.0,40000,252329.0,ML380252329,4.0
OO210,3829.0,16/02/2021,XAKAXX16EA,1378260,1378260,"- Pompes � carburant, � huile ou � liquide de refroidissement pour moteurs � allumage pa",1.0,444905.0,167,841330.0,ML210841330,7.0
OO210,1316.0,04/02/2022,XAKAXXXK2D,2096619,2096619,"- Autres, y compris les concentrats naturels",5.0,153055.0,1440,293690.0,ML802293690,5.0
OO201,8419.0,02/08/2022,XAKAXX6E5J,507308,507308,-- Autres,1.0,163762.0,20,841490.0,ML201841490,31.0
OO201,2558.0,08/03/2022,XA22192IED,528032,528032,-- Autres,1.0,139298.0,"1,6",843149.0,ML201843149,10.0
OO899,19804.0,22/06/2021,XA5126A12D,8240358,8240358,---- Gas-oil,45000.0,4386818.0,39015,271019.0,ML899271019,25.0
OO801,13482.0,11/07/2022,X11X1EK1XM,20249600,20249600,"- Profil�s en L ou en T, simplement lamin�s ou fil�s � chaud, d'une hauteur de 80�mm ou ",21.0,8926024.0,40000,721640.0,ML801721640,28.0
OO899,1582.0,12/01/2022,XAKAXX2IKL,9240273,9240273,---- Fuel-oil lourd I,45000.0,0.0,44100,271019.0,ML899271019,2.0
OO205,3156.0,21/06/2021,6XX1XXXXAC,134605250,134605250,-- De fibres synth�tiques,70.0,0.0,31910,630622.0,ML205630622,25.0
OO121,51443.0,18/09/2021,XAKAXX5AIT,6953398,6953398,"- Nitrate d'ammonium, m�me en solution aqueuse",20.0,17383.0,25070,310230.0,ML121310230,38.0
OO205,4734.0,29/09/2021,XA615X1A9X,4200000,4200000,- Graines de s�same,500.0,0.0,40000,120740.0,ML205120740,39.0
OO100,15163.0,28/09/2022,X11X16XKEX,10000,10000,- D'autres mati�res textiles,1.0,4408.0,154,630590.0,ML100630590,39.0
OO801,29272.0,07/12/2021,XE1XXE5E5H,11730375,11730375,"--- En poudre, en granul�s ou cristallis�s",1040.0,5170750.0,52135,170199.0,ML801170199,49.0
OO210,14826.0,16/08/2022,XA5121X9IL,9630000,9630000,-- Bo�tes et cartonnages doubl�s de film en polypropyl�ne,450.0,3108564.0,15000,481920.0,ML210481920,33.0
OO205,3256.0,29/05/2021,XA61E9616B,3418803,3418803,-- En autres mati�res plastiques,150.0,2000394.0,15000,392329.0,ML205392329,22.0
OO420,2178.0,16/07/2021,X51XXAX91E,3150000,3150000,-- Autres,1000.0,567000.0,50000,252329.0,ML420252329,29.0
OO121,58280.0,28/10/2021,XAKAXX65EH,7488400,7488400,---- Gas-oil,45000.0,18721.0,39015,271019.0,ML121271019,43.0
OO380,254.0,20/05/2022,XA61E55K5B,3150000,3150000,-- Autres,1000.0,567000.0,50000,252329.0,ML380252329,20.0
OO130,834.0,16/02/2022,XA22EK2X6M,2000000,2000000,"Tomates, � l'�tat frais ou r�frig�r�.",500.0,5000.0,5000,70200.0,ML130070200,7.0
OO801,6604.0,22/03/2021,XE1XXE5E5H,11279250,11279250,"--- En poudre, en granul�s ou cristallis�s",1000.0,4971895.0,50130,170199.0,ML801170199,12.0
OO801,31729.0,14/10/2021,XAE115KAXA,2268600,2268600,-- Pois (Pisum sativum),907.0,1000000.0,12244,71021.0,ML802071021,41.0
OO360,931.0,22/02/2021,X25XII6AKR,3000000,3000000,- Autres,3000.0,7500.0,4000,721590.0,ML360721590,8.0
OO801,8070.0,13/04/2022,XAKAXX59XV,13140000,13140000,"- Ur�e, m�me en solution aqueuse",1000.0,302220.0,50000,310210.0,ML801310210,15.0
OO899,3305.0,03/02/2021,XA22IAAA6H,18306634,18306634,--- Super carburant,55000.0,12581618.0,42350,271012.0,ML899271012,5.0
OO801,16904.0,31/05/2021,XE1XXE5E5H,3007800,3007800,- Riz d�cortiqu� (riz cargo ou riz brun),300.0,0.0,15039,100620.0,ML801100620,22.0
OO801,18531.0,19/08/2022,X25XX11KEE,5460450,5460450,"--- En poudre, en granul�s ou cristallis�s",400.0,5950801.0,20000,170199.0,ML802170199,33.0
OO205,7756.0,13/12/2021,XA512X15KT,"5807520,83","5807520,83","- Roues, leurs parties et accessoires",50.0,1874671.0,2670,870870.0,ML205870870,50.0
OO241,6136.0,20/05/2022,XAKAXXXEXB,41800873,41800873,- Parties,17.0,104502.0,5215,847490.0,ML241847490,20.0
OO801,22371.0,06/09/2022,XAKAXX59XV,7888800,7888800,- Chlorure de potassium,960.0,181443.0,48000,310420.0,ML801310420,36.0
OO100,2717.0,26/03/2022,X11XX151IB,100,100,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,45.0,120,630533.0,ML100630533,13.0
OO205,3158.0,21/06/2021,6XX1XXXXAC,64740000,64740000,Cadres et conteneurs (y compris les conteneurs-citernes et les conteneurs-r�servoirs) sp,4.0,0.0,22000,860900.0,ML205860900,25.0
OO210,23518.0,05/10/2021,XAIIE1IXAL,2000000,2000000,--- Autres,155.0,527600.0,5000,844332.0,ML210844332,40.0
OO205,268.0,26/01/2022,XA2215566C,2109605,2109605,"- Autres, y compris les concentrats naturels",50.0,154004.0,450,293690.0,ML802293690,4.0
OO320,18981.0,15/06/2021,XA5126A12D,15901200,15901200,--- Super carburant,45000.0,6501192.0,34650,271012.0,ML320271012,24.0
OO300,2774.0,27/05/2021,XI1XX5XIKY,1500000,1500000,"- Fontes brutes non alli�es contenant en poids 0,5�% ou moins de phosphore",1.0,0.0,30000,720110.0,ML300720110,21.0
OO210,13636.0,14/06/2021,X91XXXA5IG,1134296,1134296,-- Autres,38.0,500000.0,342,853929.0,ML802853929,24.0
OO801,41363.0,28/12/2021,XA61XXX5KB,10156874,10156874,"--- D�un diam�tre n�exc�dant pas 5,5 mm",15.0,2679385.0,30756,721391.0,ML801721391,52.0
OO300,5166.0,03/05/2022,XA615XKEIR,3150000,3150000,-- Autres,1000.0,567000.0,50000,252329.0,ML300252329,18.0
OO210,16381.0,07/09/2022,XAE1I9A9IF,5671506,5671506,-- Autres,100.0,2500004.0,15000,721699.0,ML210721699,36.0
OO104,42755.0,01/06/2021,X25X2EX55X,550001,550001,--- Pr�sent�s enti�rement � l��tat d�mont� ou non mont� import�s pour l�industrie du mon,8.0,1375.0,500,852872.0,ML104852872,22.0
OO200,2701.0,12/09/2022,XA51EI512K,8000000,8000000,"-- D�un coefficient d�absorption d�eau en poids inf�rieur ou �gal � 0,5 %",19.0,3526400.0,20000,690721.0,ML200690721,37.0
OO360,3495.0,19/06/2021,XA51EEXAKW,500000,500000,-- �Agarbatti� et autres pr�parations odorif�rantes agissant par combustion,181.0,1250.0,3081,330741.0,ML360330741,25.0
OO899,11323.0,30/04/2022,XAKAXX6KIR,4150805,4150805,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,18.0
OO100,1173.0,21/01/2022,XA222E6K6V,50,50,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,24.0,150,630533.0,ML100630533,3.0
OO210,3201.0,09/02/2021,XA5121X9IL,360000,360000,- Autres,36.0,158688.0,100,871200.0,ML210871200,6.0
OO370,142.0,08/02/2022,XA51EI55IR,2268600,2268600,"-- Autres qu'en bonneterie, d'autres mati�res textiles",34.0,1000000.0,2520,630499.0,ML802630499,6.0
OO805,844.0,13/01/2022,XA11195XKA,27843201,27843201,"- Profil�s en U, en I ou en H, simplement lamin�s ou fil�s � chaud, d'une hauteur de moi",20.0,0.0,55000,721610.0,ML805721610,2.0
OO104,26775.0,08/04/2021,X11XX26E9N,6000000,6000000,---- Gas-oil,45000.0,15000.0,39015,271019.0,ML104271019,14.0
OO121,4895.0,21/02/2022,XA61EKK69J,2199500,2199500,-- Autres,1060.0,5499.0,53000,252329.0,ML121252329,8.0
OO120,713.0,15/02/2022,XAKAXXIXXL,2942592,2942592,-- Autres,20.0,529667.0,36000,252329.0,ML120252329,7.0
OO320,36972.0,30/11/2021,XAI2X19IXG,22382989,22382989,--- Super carburant,55000.0,8859251.0,42350,271012.0,ML320271012,48.0
OO121,59032.0,02/11/2021,XAKAXX126G,8000000,8000000,"--- En poudre, en granul�s ou cristallis�s",800.0,20000.0,40000,170199.0,ML121170199,44.0
OO811,2688.0,11/06/2021,XA61XKK26Y,31325777,31325777,----- Autres,1.0,0.0,11350,870422.0,ML811870422,24.0
OO210,17300.0,28/07/2021,XAE1I6I21J,1618642,1618642,- Autres,100.0,1000000.0,1505,170490.0,ML802170490,30.0
OO320,4969.0,13/02/2021,XAKAXX65EH,13195768,13195768,---- Gas-oil,45000.0,5663050.0,39015,271019.0,ML320271019,7.0
OO360,1523.0,14/03/2021,XAIIE1EIKP,300000,300000,-- Autres,275.0,750.0,2000,761510.0,ML360761510,11.0
OO899,26427.0,15/09/2021,XAII115AKL,10558239,10558239,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,37.0
OO100,7703.0,30/06/2022,XA51E6AXKY,22686016,22686016,- Cahiers,1296.0,10000000.0,18652,482020.0,ML802482020,26.0
OO210,10220.0,23/06/2022,X2IXXX59AH,13698613,13698613,"- Autres, y compris les concentrats naturels",543.0,1000001.0,8664,293690.0,ML802293690,25.0
OO210,27940.0,26/11/2021,X25XII2AXD,758983,758983,-- Autres,24.0,245001.0,300,870899.0,ML802870899,48.0
OO801,431.0,06/01/2021,XAKAXXX6EP,34987,34987,- Autres g�n�ratrices,1.0,11295.0,36,851150.0,ML801851150,1.0
OO811,5423.0,20/12/2021,XAKAXXAEAK,8452920,8452920,-- Chargeuses et chargeuses-pelleteuses � chargement frontal,1.0,2229883.0,8809,842951.0,ML811842951,51.0
OO899,23891.0,09/06/2022,XA512K65KN,44867,44867,---- Gas-oil,45000.0,679049.0,39015,271019.0,ML899271019,23.0
OO899,1988.0,25/01/2022,XAII115AKL,19741452,19741452,--- Super carburant,55000.0,0.0,42350,271012.0,ML899271012,4.0
OO210,16349.0,12/07/2021,XAIIE1IXAL,11344000,11344000,--- Autres,1750.0,5000436.0,20000,732399.0,ML210732399,28.0
OO100,21086.0,16/09/2021,XA22E62X2G,2200000,2200000,- Pl�tres,1000.0,839960.0,40000,252020.0,ML100252020,37.0
OO205,6809.0,03/11/2021,XA6115KXKF,"10994627,85","10994627,85","- Comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage",15000.0,1979034.0,34000,721420.0,ML205721420,44.0
OO205,7278.0,24/11/2021,XA61I61A1K,2835753,2835753,- Autres meubles en bois,60.0,1250003.0,421,940360.0,ML205940360,47.0
OO340,452.0,11/02/2022,XIEXXXE22T,650000,650000,-- Fra�ches,220.0,117000.0,13000,80310.0,ML340080310,6.0
OO899,19340.0,13/05/2022,XAI1X2112R,39882,39882,---- Gas-oil,40000.0,320416.0,34680,271019.0,ML899271019,19.0
OO801,15183.0,31/07/2022,XE1XXE5E5H,10026000,10026000,- Riz d�cortiqu� (riz cargo ou riz brun),1000.0,3236393.0,50130,100620.0,ML801100620,31.0
OO801,19377.0,17/06/2021,XA221K5KXJ,8350052,8350052,-- Autres,784.0,192053.0,39158,100199.0,ML801100199,24.0
OO205,632.0,05/02/2021,XA51EI529W,3723808,3723808,"- Gommes � m�cher (chewing-gum), m�me enrob�es de sucre",189.0,2300572.0,3124,170410.0,ML802170410,6.0
OO380,72.0,20/03/2022,XA61E55K5B,3150000,3150000,-- Autres,1000.0,567000.0,50000,252329.0,ML380252329,12.0
OO320,7697.0,15/03/2022,XA512629XH,8160000,8160000,- Autres,13600.0,5041248.0,14756,190590.0,ML320190590,11.0
OO899,11558.0,18/03/2022,XAI1X2112R,5626353,5626353,---- Gas-oil,45000.0,2229150.0,39015,271019.0,ML899271019,11.0
OO300,9057.0,14/10/2021,XAKAXX296K,8222890,8222890,-- Obtenus � partir de produits lamin�s plats,38.0,1480121.0,16662,721661.0,ML300721661,41.0
OO899,44771.0,08/09/2022,X51XXX6K6F,989810,989810,---- Gas-oil,45000.0,19799.0,39015,271019.0,ML899271019,36.0
OO104,59626.0,20/09/2022,XA615E126P,2250000,2250000,-- Autres,1000.0,5625.0,50000,252329.0,ML104252329,38.0
OO104,15092.0,22/03/2022,XAIIIA59IC,500001,500001,- Autres,13.0,1250.0,500,871200.0,ML104871200,12.0
OO121,55298.0,09/10/2021,XA51E5KI6Y,700000,700000,-- Autres,50.0,1750.0,4000,950699.0,ML121950699,41.0
OO210,4802.0,21/03/2022,XAE12K6EAL,19329819,19329819,-- Autres,26.0,5099209.0,26052,283919.0,ML210283919,12.0
OO341,21.0,07/01/2021,XA61X59E1N,1425816,1425816,--- Usag�s :,1.0,628504.0,2280,870332.0,ML341870332,1.0
OO210,21000.0,13/09/2021,XA11I2KA2N,1895370,1895370,- Autres,1.0,500000.0,1355,845690.0,ML802845690,37.0
OO210,27509.0,14/12/2021,XA22E692EW,2653520,2653520,"- Extincteurs, m�me charg�s",1.0,700001.0,828,842410.0,ML802842410,50.0
OO801,33317.0,22/10/2021,XAE12116IL,2464100,2464100,- Ciments non pulv�ris�s dits �clinkers�,1.0,56675.0,60100,252310.0,ML801252310,43.0
OO801,28823.0,30/11/2021,XA612I6K2C,46937003,46937003,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",527.0,20689835.0,25140,630533.0,ML801630533,48.0
OO104,44532.0,27/07/2022,XA61EKK66F,1827000,1827000,-- Autres,840.0,4568.0,42000,252329.0,ML104252329,30.0
OO899,9263.0,12/04/2022,XAII115AKL,8509347,8509347,--- Super carburant,45000.0,0.0,34650,271012.0,ML899271012,15.0
OO801,36559.0,25/11/2021,XAE12116IL,2429028,2429028,- Ciments non pulv�ris�s dits �clinkers�,1.0,55870.0,50400,252310.0,ML801252310,47.0
OO320,21296.0,04/08/2022,XAKAXX251N,26212700,26212700,---- Fuel-oil lourd I,45200.0,6574146.0,44296,271019.0,ML320271019,31.0
OO121,25124.0,01/09/2022,XIIXXX5I2N,4000000,4000000,-- Sulfate d'ammonium,1200.0,10000.0,49040,310221.0,ML121310221,35.0
OO300,6021.0,13/07/2021,XA222E6K6V,5000000,5000000,- Riz en brisures,1000.0,1614000.0,50130,100640.0,ML300100640,28.0
OO899,16452.0,19/06/2022,XA5126A12D,55055,55055,--- Super carburant,55000.0,0.0,42350,271012.0,ML899271012,25.0
OO811,7287.0,23/04/2021,XA512AI2XL,18148820,18148820,---- Autres,1.0,8000003.0,2200,870333.0,ML811870333,17.0
OO104,27354.0,19/05/2022,XAKAXX2A2F,27999525,27999525,-- Neufs,1.0,69999.0,9295,870120.0,ML104870120,20.0
OO210,28326.0,30/11/2021,XA22E115KG,"770961,06","770961,06",-- Autres,600.0,339842.0,63,420329.0,ML210420329,48.0
OO121,49022.0,07/09/2021,XAKAXXAEAK,9197030,9197030,-- Solide,20.0,22993.0,24080,281511.0,ML121281511,36.0
OO104,23525.0,27/03/2021,XAIIIA59IC,632000,632000,-- Autres,208.0,1580.0,2399,401390.0,ML104401390,13.0
OO201,1257.0,16/09/2022,XAKAXX1IIH,100000,100000,-- Autres,3.0,0.0,40,843149.0,ML201843149,37.0
OO805,10949.0,07/09/2021,XA611K6KXD,3374000,3374000,-- Autres,964.0,0.0,48200,120729.0,ML805120729,36.0
OO201,6188.0,07/06/2022,XAKAXX626B,10138445,10138445,- Autres pompes volum�triques alternatives,5.0,2674525.0,291,841350.0,ML201841350,23.0
OO320,13992.0,26/04/2021,XA22XE51KA,23277600,23277600,-- Autres,1.0,7514010.0,43920,382319.0,ML320382319,17.0
OO121,17898.0,31/03/2021,XA61EIAIXP,3000000,3000000,- Pi�ces de finition,2014.0,7500.0,15000,690740.0,ML121690740,13.0
OO210,15494.0,07/07/2021,XAIIE1IXAL,2268600,2268600,-- Autres,99.0,1000000.0,6048,721669.0,ML802721669,27.0
OO205,853.0,19/02/2021,X16XXX6A6A,4200000,4200000,- Graines de s�same,500.0,0.0,40000,120740.0,ML205120740,8.0
OO210,29501.0,22/12/2021,XAE1I5K2ER,3032596,3032596,-- Autres,1.0,800000.0,3398,847529.0,ML802847529,51.0
OO210,12557.0,02/06/2021,XAI2X1526E,4325894,4325894,--- Autres,250.0,315792.0,1450,380892.0,ML210380892,22.0
OO100,11503.0,30/08/2022,XA61E16E2V,3790750,3790750,-- Autres,119.0,1000002.0,20470,843149.0,ML802843149,35.0
OO360,1121.0,28/02/2021,XE6XXEXE2A,4000000,4000000,-- Pompes,1600.0,10000.0,43520,841381.0,ML360841381,9.0
OO899,9451.0,30/03/2021,XAKAXX251N,11372092,11372092,---- Gas-oil,45000.0,0.0,39015,271019.0,ML899271019,13.0
OO205,3238.0,25/06/2021,XAKAXXXA1C,15044117,15044117,-- Autres,20000.0,0.0,6902,392490.0,ML205392490,26.0
OO899,6849.0,08/02/2022,XAKAXX2IKL,16232325,16232325,---- Carbur�acteur,42000.0,7587913.0,34146,271019.0,ML899271019,6.0
OO104,75086.0,19/09/2021,XA11XE19XG,2124800,2124800,-- Autres houilles,1.0,5312.0,40000,270119.0,ML104270119,38.0
OO104,104882.0,25/12/2021,XA22XE51KA,12000,12000,"-- Autres, obtenues � partir de lames ou formes similaires de poly�thyl�ne ou de polypro",1.0,30.0,112,630533.0,ML104630533,52.0
OO121,45743.0,17/08/2021,XA51E5KI6Y,2000000,2000000,- Autres ouvrages,200.0,5000.0,10000,680990.0,ML121680990,33.0
OO210,11012.0,11/05/2021,XA22I2AK6D,19726482,19726482,- Contenant d'autres antibiotiques,1200.0,295898.0,20000,300420.0,ML210300420,19.0
OO801,13304.0,14/06/2022,XAKAXXX6EP,359,359,--- Autres,3.0,160.0,1,392690.0,ML801392690,24.0
OO801,37366.0,03/12/2021,XAE115KAXA,12000000,12000000,--- Autres,500.0,3873600.0,10000,40210.0,ML801040210,49.0
OO100,25316.0,30/10/2021,XAE1I6159W,8100000,8100000,-- Autres,800.0,1458000.0,18000,190219.0,ML100190219,44.0
OO811,9125.0,03/06/2021,XA22EX611K,14781652,14781652,-- Chargeuses et chargeuses-pelleteuses � chargement frontal,28.0,3899403.0,17000,842951.0,ML811842951,22.0
OO899,19801.0,17/05/2022,XA61IA6XIL,271154,271154,---- Gas-oil,45000.0,1073391.0,39015,271019.0,ML899271019,20.0
OO100,16184.0,28/07/2021,XAE1I6159W,3402900,3402900,"-- Pr�parations pr�sent�es sous formes de tablettes, de pains ou de cubes",171.0,1500000.0,2140,210410.0,ML802210410,30.0
OO104,34038.0,15/06/2022,XAIIIA59IC,250000,250000,-- Couches et langes pour b�b�s,150.0,625.0,2000,961900.0,ML104961900,24.0
OO801,25245.0,12/08/2021,XAE12116IL,2464100,2464100,- Ciments non pulv�ris�s dits �clinkers�,1.0,56675.0,60100,252310.0,ML801252310,32.0
OO210,6896.0,19/04/2022,XA22EK2X6M,4000000,4000000,- Carottes et navets,500.0,1763200.0,10000,70610.0,ML210070610,16.0
OO899,46435.0,19/09/2022,XAII29E2AW,1214927,1214927,---- Gas-oil,45000.0,24300.0,39015,271019.0,ML899271019,38.0
OO500,861.0,15/02/2021,X51XX556XC,8750000,8750000,- D�une teneur en poids de mati�res grasses exc�dant 1�% mais n�exc�dant pas 6�%,1000.0,3857000.0,25000,40120.0,ML500040120,7.0
OO201,11258.0,05/10/2021,XAKAXX1E1W,"24297,06","24297,06",- Articles dits �phares et projecteurs scell�s�,1.0,10713.0,1,853910.0,ML201853910,40.0
OO380,57.0,16/03/2022,XA61E55K5B,3150000,3150000,-- Autres,1000.0,567000.0,50000,252329.0,ML380252329,11.0
OO120,12177.0,29/07/2021,XAIIEX1EKL,3437500,3437500,-- Autres,1100.0,618750.0,55000,252329.0,ML120252329,30.0
